user_name,text,hashtags,mentions
Panda36015,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
Iromg,"Join The Embassy of Mike Graham here for the latest from #Putin’s War in #Ukraine 

@TalkTV 

https://t.co/jAPwGJ9TWA","['Putin', 'Ukraine']",['TalkTV']
alien_inkd,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
FatuKoroma6,"RT @JosephSenyonjo3: 2/2 region. @EUinUG, @EU_Commission&amp; @EUCouncil
should stand up for Africans in Africa’s Great Lakes region who are be…",[],"['JosephSenyonjo3', 'EUinUG', 'EU_Commission', 'EUCouncil']"
O0706mkd,"RT @mudsocksII: #PUTIN love him or hate him but he stuck two fingers up to the evil globalists that rule the World🌎.

They want to destroy…",['PUTIN'],['mudsocksII']
MarianWhitty,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
James93348465,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
sjenningsfan1,RT @PeaceLover07405: @TreasChest #russians guarantee loyalty via kompromat. Look at the bizarre leap that some in the @GOP have made to sid…,['russians'],"['PeaceLover07405', 'TreasChest', 'GOP']"
kannadamando,"RT @RussianEmbassy: President #Putin: Promises of Western leaders, their assurances that they were striving for peace in #Donbass turned ou…","['Putin', 'Donbass']",['RussianEmbassy']
kannadamando,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
wavetossed,RT @hazzaLouis3: 9th brigade of the DPR Army is working! 💪🔥 #Truth #Justice #Russia #Putin https://t.co/i1888zfhmp,"['Truth', 'Justice', 'Russia', 'Putin']",['hazzaLouis3']
VedehiMajumdar,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
AleksandrDumont,"RT @BHL: Thanks, Minister #Reznikov. Humbled by your words. You embody the resistance of #Ukraine against #Putin’s fascism. This film is yo…","['Reznikov', 'Ukraine', 'Putin']",['BHL']
WilmaTrovs,"RT @Beefeater_Fella: For a country 100 times larger that Ukraine, this is a pathetic show by any account. Russia have fallen from #SuperPow…",[],['Beefeater_Fella']
Ebere20373440,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
peterNworie4,"RT @RussianEmbassy: President #Putin: Now is a time of radical, irreversible change in the entire world, of crucial historical events that…",['Putin'],['RussianEmbassy']
AssmusDaniela,RT @TheStudyofWar: NEW: Tonight's abbreviated #Ukraine update focuses on #Putin’s attempt to avoid ordering involuntary mobilization in #Ru…,"['Ukraine', 'Putin']",['TheStudyofWar']
world_affairs,“If @SecBlinken's accusation turns out to be true—that #China is about to supply lethal aid (military equipment) to… https://t.co/L8GpoDMhSl,['China'],['SecBlinken']
Manskuel,"RT @WarFrontline: 🚨#Breaking, The first battalion of the Armed Forces of Ukraine has completed training on the operation of American M2 Bra…",['Breaking'],['WarFrontline']
anna07241032,RT @CBKNEWS121: What's up with #Zelensky's thugs terrorizing their own citizens by strapping them to street signs &amp; pulling their pants dow…,['Zelensky'],['CBKNEWS121']
TrueFactsStated,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
swentol,RT @rituparnasarm10: Situations saying- #Russia can declare Military operations against #Baltic states- #Estonia #Latvia #Lithuania after #…,"['Russia', 'Baltic', 'Estonia', 'Latvia', 'Lithuania']",['rituparnasarm10']
richieedet,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
Bucciabu,RT @RussianEmbassy: President #Putin: Those who plotted a new attack against #Donetsk and #Lugansk in #Donbass region understood that #Crim…,"['Putin', 'Donetsk', 'Lugansk', 'Donbass']",['RussianEmbassy']
Senjak4,"RT @BHL: Thanks, Minister #Reznikov. Humbled by your words. You embody the resistance of #Ukraine against #Putin’s fascism. This film is yo…","['Reznikov', 'Ukraine', 'Putin']",['BHL']
NastyRedCobra,RT @EmbassyofRussia: 🇷🇺President #Putin: US &amp; NATO quickly deployed their army bases &amp; secret biolaboratories near Russian borders. They ma…,['Putin'],['EmbassyofRussia']
NSC,"RT @cccowen: #Russia retains a few allies in the Western Hemisphere: #Nicaragua voted against the resolution. #Bolivia, #Cuba, and #ElSalva…","['Russia', 'Nicaragua', 'Bolivia', 'Cuba']",['cccowen']
